model,training_dataset,testing_dataset,evaluation_subset,seed,number_of_images,mAP50_95,mAP50,mAP75,precision,recall,f1_score,preprocess_ms_per_image,inference_ms_per_image,loss_ms_per_image,postprocess_ms_per_image,total_pipeline_ms_per_image,fps_inference_only,fps_total_pipeline,image_size,batch_size,confidence_threshold,nms_iou_threshold,model_path,dataset_yaml,raw_run_directory,clean_metrics_directory,evaluation_date
YOLOv11s,DAWN,BDD100K,BDD100K validation,42,1504,0.06437797694723504,0.1197944950103208,0.060926966877311674,0.3544109143468346,0.1459429815040216,0.20674880697945483,0.4146827586444057,1.0836054541257114,0.0006538164917459498,0.8749462978726043,2.3732345106427215,922.8451150671191,421.3658597646042,640,16,0.001,0.6,/content/drive/MyDrive/Dissertation/Runs/yolo/dawn_in_domain_yolo11s_seed42/weights/best.pt,/content/drive/MyDrive/Dissertation/Datasets/processed/BDD100K/yolo/dataset.yaml,/content/drive/MyDrive/Dissertation/Runs/yolo/dawn_bddk_seed42/YOLOv11s_DAWN_to_BDD100K_seed_42,/content/drive/MyDrive/Dissertation/Results/bddk_crossdataset/YOLOv11s/DAWN_to_BDD100K/seed_42,2026-07-18T10:54:47.165704
