model,training_dataset,testing_dataset,evaluation_subset,seed,number_of_images,mAP50_95,mAP50,mAP75,precision,recall,f1_score,preprocess_ms_per_image,inference_ms_per_image,loss_ms_per_image,postprocess_ms_per_image,total_pipeline_ms_per_image,fps_inference_only,fps_total_pipeline,image_size,batch_size,confidence_threshold,nms_iou_threshold,model_path,dataset_yaml,raw_run_directory,clean_metrics_directory,evaluation_date
YOLOv11s,ACDC,BDD100K,BDD100K validation,42,1504,0.09963988630602724,0.20142030606410014,0.08507601643958353,0.3830355579028453,0.21672416796086305,0.2768210635229726,0.41580726329788437,1.1685456150256388,0.000518910904373386,0.9949734102402856,2.579326288563809,855.7646249676434,387.69813824400194,640,16,0.001,0.6,/content/drive/MyDrive/Dissertation/Runs/yolo/acdc_in_domain_yolo11s_seed42/weights/best.pt,/content/drive/MyDrive/Dissertation/Datasets/processed/BDD100K/yolo/dataset.yaml,/content/drive/MyDrive/Dissertation/Runs/yolo/acdc_bddk_seed42/YOLOv11s_ACDC_to_BDD100K_seed_42,/content/drive/MyDrive/Dissertation/Results/bddk_crossdataset/YOLOv11s/ACDC_to_BDD100K/seed_42,2026-07-18T10:31:44.627496
