Dataset,Model,Fog - Rain,Snow - Rain,Snow - Fog
ACDC,Faster R-CNN,0.1841721026852115,0.1257934971621863,-0.05837860552302521
ACDC,YOLOv11s,0.10452324208758895,0.047841350799026905,-0.05668189128856205
DAWN,Faster R-CNN,-0.10067400790145875,-0.043565002394674424,0.05710900550678433
DAWN,YOLOv11s,0.02740384560258141,0.09474307383871788,0.06733922823613647
